subject,timing,session,run,trial,pulse,pulse_llr,pulse_time,pulse_dur,gap_dur
S1,shorter,1,1,1,1,-1.414153357843439,1.8802180290199995,0.2,1.0381120873899998
S1,shorter,1,1,1,2,-1.0055183649890609,3.10699987411,0.2,1.09509940482
S1,shorter,1,1,1,3,-0.18764150701900129,4.400444984430001,0.2,2.5976564512
S1,shorter,1,1,1,4,-0.34551254403321696,7.1874189376699995,0.2,1.05143110428
S1,shorter,1,1,2,1,0.7205328863802396,2.2268869876000004,0.2,3.6078496119
S1,shorter,1,1,3,1,-0.7188984478227991,2.360327959100001,0.2,2.61577452748
S1,shorter,1,1,3,2,0.23753558223935556,5.1739909649,0.2,1.48791299572
S1,shorter,1,1,4,1,0.8221738758851238,1.213421821499999,0.2,1.43577389061
S1,shorter,1,1,4,2,1.1731263795350833,2.840322017600002,0.2,2.88836444691
S1,shorter,1,1,4,3,0.09104580212623607,5.920667886700002,0.2,1.02861468301
S1,shorter,1,1,4,4,-0.09137865437328352,7.147431850400004,0.2,1.679408829
S1,shorter,1,1,5,1,0.7062629137298491,2.133560180599993,0.2,2.2418902057700003
S1,shorter,1,1,6,1,0.3129671791922387,2.5870039463000083,0.2,1.39553916434
S1,shorter,1,1,6,2,0.11452371893665375,4.1737680435000115,0.2,1.63224205669
S1,shorter,1,1,6,3,-0.24759008297101684,6.000679016100001,0.2,1.19522426907
S1,shorter,1,1,6,4,0.3500247475756379,7.387568950699993,0.2,1.06945510688
S1,shorter,1,1,6,5,-0.14778832205779796,8.654346942899998,0.2,1.4340608774
S1,shorter,1,1,7,1,0.2560466074521905,1.1069529056000107,0.2,3.1666982296900006
S1,shorter,1,1,7,2,1.136198767162536,4.46712708470001,0.2,2.71032829709
S1,shorter,1,1,7,3,0.35028852175307745,7.374114990199999,0.2,1.1239245746
S1,shorter,1,1,7,4,1.0703246211113773,8.69434094430001,0.2,1.07821754004
S1,shorter,1,1,8,1,-0.25744535597706364,2.066996097599997,0.2,1.21347778875
S1,shorter,1,1,8,2,-0.0938523194221872,3.4804470538999936,0.2,1.0276736935100002
S1,shorter,1,1,9,1,-0.2021658840148015,1.253470897000014,0.2,2.2874711654
S1,shorter,1,1,9,2,0.015992536093859144,3.7337028980000184,0.2,1.6134107088799998
S1,shorter,1,1,9,3,0.9310727830900196,5.547250986000009,0.2,1.09777451964
S1,shorter,1,1,9,4,0.1759574665446312,6.840799093000015,0.2,1.50941338558
S1,shorter,1,1,9,5,0.4494380566346299,8.547595024000003,0.2,1.16313213125
S1,shorter,1,1,10,1,1.2427500387629475,1.0267980100000074,0.2,1.31503135051
S1,shorter,1,1,10,2,1.9169120666597352,2.5336799619999937,0.2,1.2171977393100002
S1,shorter,1,1,10,3,0.1862349697989827,3.947137116999997,0.2,1.70402079778
S1,shorter,1,1,10,4,0.7081933805623827,5.840683936999994,0.2,1.39648259801
S1,shorter,1,1,11,1,0.48653279134142896,2.6403079029999788,0.2,2.07634144884
S1,shorter,1,1,11,2,-0.5895445317609371,4.907206057999986,0.2,2.01544094917
S1,shorter,1,1,11,3,-0.3624106855305702,7.120767831999984,0.2,1.15124641168
S1,shorter,1,1,11,4,-1.1107609248230248,8.467571020000008,0.2,1.25807548425
S1,shorter,1,1,12,1,0.007832029460850544,1.1334450240000251,0.2,3.4114288226
S1,shorter,1,1,12,2,0.28891151600853204,4.733904838000029,0.2,2.34861581194
S1,shorter,1,1,13,1,0.5774860641329987,2.5069210530000134,0.2,1.43094304693
S1,shorter,1,1,13,2,1.0734336315939403,4.133782863000022,0.2,1.49688850429
S1,shorter,1,1,13,3,-0.14756750091715304,5.827362060000013,0.2,2.23744384939
S1,shorter,1,1,13,4,1.1471672544129752,8.254258871000019,0.2,1.62893681083
S1,shorter,1,1,14,1,-0.5439462385848051,3.693782091000031,0.2,1.37896287566
S1,shorter,1,1,15,1,0.4100023795733919,2.213560104000038,0.2,3.17121873876
S1,shorter,1,1,16,1,-0.518646849109944,1.1468579769999963,0.2,1.09967088524
S1,shorter,1,1,16,2,0.034138789936221825,2.4403219220000096,0.2,1.26313158385
S1,shorter,1,1,17,1,0.4892387490664906,1.0401132110000333,0.2,1.56528534498
S1,shorter,1,1,17,2,-0.11148045667016404,2.800312996000031,0.2,2.44017109618
S1,shorter,1,1,18,1,1.031829588440525,1.8668899540000155,0.2,1.18315626883
S1,shorter,1,1,19,1,0.4164137116793157,1.8402221200000213,0.2,1.6644427731799998
S1,shorter,1,1,19,2,0.5834362864198817,3.6937870980000014,0.2,1.2044068253
S1,shorter,1,1,20,1,0.6349215449691303,1.0400938979999808,0.2,1.15964111466
S1,shorter,1,1,20,2,0.5340654513917498,2.386893033999968,0.2,1.57193765947
S1,shorter,1,1,20,3,0.6965080238475991,4.147124052000009,0.2,3.2283609006800003
S1,shorter,1,1,20,4,-0.46903002797324606,7.574126004999982,0.2,3.1785778397900004
S1,shorter,1,1,21,1,-1.2189222443001817,2.6003451349999978,0.2,2.20602892963
S1,shorter,1,1,22,1,0.4872305030647529,3.307036162000003,0.2,2.76944482283
S1,shorter,1,1,23,1,1.2916439826100383,1.293454885000017,0.2,1.8855934945
S1,shorter,1,1,24,1,0.2458206021156095,3.960494995000033,0.2,1.37489712907
S1,shorter,1,1,24,2,0.3043135732263161,5.533957004000001,0.2,1.20581692167
S1,shorter,1,1,24,3,-0.1544735850221417,6.934267997000006,0.2,2.64740793242
S1,shorter,1,1,25,1,0.4820149153340146,1.3335509299999444,0.2,1.30623118295
S1,shorter,1,1,25,2,0.4541843420499645,2.826995849999946,0.2,1.53288736774
S1,shorter,1,1,25,3,1.73104622910758,4.5472199919999525,0.2,3.5153378284900003
S1,shorter,1,1,25,4,0.281592012845591,8.254316806999952,0.2,2.38258668446
S1,shorter,1,1,26,1,1.0687134425170999,1.1867599489999634,0.2,3.03867692686
S1,shorter,1,1,27,1,-0.3732358829953472,1.3200640670000325,0.2,2.33241934825
S1,shorter,1,1,27,2,-0.10811075470574198,3.8402872080000634,0.2,1.24797590611
S1,shorter,1,1,27,3,1.7405330573568942,5.280520200000012,0.2,1.65669181322
S1,shorter,1,1,28,1,-0.6906153357780234,2.3335578439999836,0.2,1.91847752009
S1,shorter,1,1,29,1,-1.3686054687690663,1.2401199339999494,0.2,1.65836154651
S1,shorter,1,1,29,2,-1.4475767120893297,3.0937380789999906,0.2,1.16383750834
S1,shorter,1,1,30,1,-0.01622575411837429,1.333436966000022,0.2,2.02654802812
S1,shorter,1,1,30,2,-0.1578220654279806,3.547096014000033,0.2,1.40507128599
S1,shorter,1,1,30,3,1.4185588989737976,5.147212981999985,0.2,1.45294799186
S1,shorter,1,1,30,4,0.3487690322089215,6.787438869000027,0.2,1.40204357002
S1,shorter,1,1,31,1,1.4645054777404731,1.6802251340000112,0.2,1.7936742711000002
S1,shorter,1,1,31,2,0.2047971487714784,3.667119025999966,0.2,1.22665155151
S1,shorter,1,1,31,3,0.5732987459890941,5.080571174999989,0.2,1.8250977686400005
S1,shorter,1,1,31,4,-0.19573991357907025,7.094130038999992,0.2,1.1265937826
S1,shorter,1,1,31,5,0.10986248865567222,8.414242028999979,0.2,1.96350473689
S1,shorter,1,1,32,1,0.3650006082976815,2.160231828999997,0.2,2.89318198098
S1,shorter,1,1,32,2,0.05114117986319139,5.240566969000042,0.2,3.89938917387
S1,shorter,1,1,32,3,-0.6119871228688905,9.334356785000011,0.2,1.63967697428
S1,shorter,1,1,33,1,-0.13682524427905554,1.866895913999997,0.2,1.0498967285299998
S1,shorter,1,1,33,2,-1.6555304050404118,3.1070029730000215,0.2,1.37642782882
S1,shorter,1,1,33,3,-0.6401474199471422,4.680562019000035,0.2,2.7178163791900003
S1,shorter,1,1,35,1,-0.4201177587983338,3.6404509540000163,0.2,1.7505937629400004
S1,shorter,1,1,35,2,0.11797185395949356,5.587344884999993,0.2,2.08805154716
S1,shorter,1,1,35,3,-0.6839468034584881,7.867569922999962,0.2,1.99562941485
S1,shorter,1,2,1,1,0.32897154107079424,2.7736680507699996,0.2,2.26055274953
S1,shorter,1,2,2,1,0.7879257201212455,2.186830043799999,0.2,2.37028551556
S1,shorter,1,2,2,2,0.728682333208206,4.747057914800001,0.2,1.57877233862
S1,shorter,1,2,2,3,-0.02633767547520993,6.520705938399997,0.2,2.33219317192
S1,shorter,1,2,3,1,0.02268732847511845,1.0134601593000028,0.2,1.42310780843
S1,shorter,1,2,3,2,0.13586418979677967,2.627001047100002,0.2,2.4207245358
S1,shorter,1,2,4,1,0.14376072891602673,2.9870259762000018,0.2,1.16099259987
S1,shorter,1,2,4,2,-0.6233376659469338,4.347229957600007,0.2,2.10988758523
S1,shorter,1,2,5,1,0.3942210526216848,1.0266749859000015,0.2,1.31374320948
S1,shorter,1,2,5,2,0.4923900410970922,2.5334599018000077,0.2,1.23779515985
S1,shorter,1,2,5,3,1.1986945896313583,3.9603319168000013,0.2,2.13184994451
S1,shorter,1,2,6,1,-0.3934670557505853,1.386788845100007,0.2,1.3780023526299998
S1,shorter,1,2,6,2,0.20753500883496526,2.960237026199998,0.2,3.53079315134
S1,shorter,1,2,6,3,-0.8559471141452921,6.680685043299995,0.2,3.73923193488
S1,shorter,1,2,6,4,-0.5392144277992108,10.614485025400008,0.2,2.73683678088
S1,shorter,1,2,7,1,0.2888865625323729,1.2001149653999903,0.2,1.80834045945
S1,shorter,1,2,8,1,0.8488544700439002,1.0534598826999826,0.2,2.2175620784400003
S1,shorter,1,2,9,1,-0.1826763616210896,1.4535560607999969,0.2,2.5385287092
S1,shorter,1,2,9,2,0.2517654630120211,4.187121152900005,0.2,1.0032418707700002
S1,shorter,1,2,10,1,0.04035967270896335,1.026751994999998,0.2,1.28605757528
S1,shorter,1,2,10,2,1.1840168140069331,2.5068669320000083,0.2,2.28758691877
S1,shorter,1,2,10,3,-0.4069647295149834,4.987200021999996,0.2,1.7641647024400002
S1,shorter,1,2,11,1,-0.8842932962491141,2.253569841000001,0.2,1.3716004443599998
S1,shorter,1,2,11,2,-0.1909757176276791,3.8138079640000058,0.2,3.1896201527
S1,shorter,1,2,11,3,-0.6853281179397699,7.200874804999998,0.2,1.72361108218
S1,shorter,1,2,12,1,-0.29260098297776177,3.973755835999981,0.2,1.93369278194
S1,shorter,1,2,12,2,-0.9304393596893212,6.107347965000002,0.2,1.42391725468
S1,shorter,1,2,12,3,-0.8672945911042935,7.720772980999982,0.2,1.4348007585799998
S1,shorter,1,2,13,1,-0.5984456277875655,1.3602061269999979,0.2,2.47365647841
S1,shorter,1,2,13,2,-0.5639087338427904,4.027136087000002,0.2,2.36169013463
S1,shorter,1,2,13,3,-0.12496253432135518,6.587490081999988,0.2,2.00477875878
S1,shorter,1,2,13,4,0.09309236653233376,8.78769111599999,0.2,1.7718192629599998
S1,shorter,1,2,13,5,-0.8651715760763445,10.747919081999981,0.2,1.36698177616
S1,shorter,1,2,14,1,0.14302385754255914,1.5735628600000098,0.2,2.03276509375
S1,shorter,1,2,14,2,0.6577931406398745,3.800454854999998,0.2,1.77305551598
S1,shorter,1,2,15,1,-0.503366978451939,1.0935511589999862,0.2,1.73848924938
S1,shorter,1,2,16,1,-1.2799434288349816,1.2401168340000197,0.2,2.02578073
S1,shorter,1,2,17,1,-0.08444666967886905,2.093587874999997,0.2,1.27478018735
S1,shorter,1,2,17,2,0.08771071599146317,3.5603618619999793,0.2,1.02821831003
S1,shorter,1,2,17,3,-0.7065180188103704,4.787247895999997,0.2,1.24129460512
S1,shorter,1,2,17,4,0.009552235206435332,6.227448940000016,0.2,3.98120692996
S1,shorter,1,2,17,5,0.3829938965474137,10.401155948999985,0.2,2.95240933525
S1,shorter,1,2,18,1,1.3434033971907111,2.240242003999981,0.2,1.6696513598500002
S1,shorter,1,2,18,2,1.3161306209378312,4.107129096999984,0.2,3.49311084357
S1,shorter,1,2,19,1,0.1463123249750669,1.8002281189999678,0.2,2.2234677208
