subject,timing,session,run,trial,target,response,correct,pulse_count,trial_dur,wait_pre_stim
S1,shorter,2,11,14,0,0,True,1,3.70128505183,2.03830301789
S1,shorter,2,11,15,1,1,True,2,4.96111446946,1.6243799394799998
S1,shorter,2,11,16,0,0,True,2,5.21043422436,1.74029530809
S1,shorter,2,11,17,0,0,True,1,3.22849095256,1.61035417193
S1,shorter,2,11,18,1,0,False,5,11.478644288839998,2.6862377963200004
S1,shorter,2,11,19,0,0,True,1,3.0894887411800003,1.18853811587
S1,shorter,2,11,20,0,0,True,1,3.0294660614099995,1.70091043117
S1,shorter,2,11,21,0,0,True,2,8.60591443626,2.5813424018
S1,shorter,2,11,22,1,1,True,1,5.79142812337,2.49316131018
S1,shorter,2,11,23,1,1,True,5,9.31657057998,1.43954064517
S1,shorter,2,11,24,1,1,True,2,8.30394345397,2.30616020236
S1,shorter,2,11,25,0,0,True,1,3.2476109184999995,1.14355894054
S1,shorter,2,11,26,1,1,True,3,6.92656382579,1.15129430677
S1,shorter,2,11,27,1,1,True,1,4.37572181278,1.50950698846
S1,shorter,2,11,28,1,1,True,1,2.5185506461,1.23623638327
S1,shorter,2,11,29,0,0,True,2,5.48482065589,1.58658754769
S1,shorter,2,11,30,0,0,True,4,8.68932579888,1.37622076505
S1,shorter,2,11,31,0,0,True,4,9.88401510377,2.44239715631
S1,shorter,2,11,32,0,0,True,4,8.767665332029999,2.337211751
S1,shorter,2,11,33,1,1,True,2,6.390004488380001,1.04242483452
S1,shorter,2,11,34,0,0,True,1,2.63730210982,1.3874485411700002
S1,shorter,2,11,35,0,0,True,3,6.437861796059999,2.45308654353
S1,shorter,2,11,36,1,1,True,2,6.13464712118,3.47757691232
S1,shorter,2,11,37,1,1,True,5,12.34798294332,2.34135916652
S1,shorter,2,11,38,0,0,True,1,4.12519145385,2.9013415917
S1,shorter,2,12,1,1,1,True,4,11.32387290394,2.08387669026
S1,shorter,2,12,2,0,0,True,2,6.3742432231400015,1.9400019613900004
S1,shorter,2,12,3,1,1,True,1,4.865157079049999,3.3405483344
S1,shorter,2,12,4,1,0,False,1,4.97915713895,1.84602852261
S1,shorter,2,12,5,0,0,True,3,7.510623439400001,1.88808245573
S1,shorter,2,12,6,0,1,False,3,7.66917217632,3.3996247210000003
S1,shorter,2,12,7,1,1,True,3,6.76999753801,1.41062490118
S1,shorter,2,12,8,1,1,True,4,7.043004788069999,1.48924303363
S1,shorter,2,12,9,1,1,True,3,5.646524147869999,1.3574790233899998
S1,shorter,2,12,10,0,0,True,2,4.56107762051,2.01286627403
S1,shorter,2,12,11,1,0,False,2,6.38644612598,2.08371919854
S1,shorter,2,12,12,0,1,False,1,4.174463734280001,1.66721657692
S1,shorter,2,12,13,0,0,True,2,7.2039472146899985,1.99600067189
S1,shorter,2,12,14,0,0,True,1,2.6002503154900003,1.10815715199
S1,shorter,2,12,15,0,0,True,5,12.28824132552,3.0230031097099994
S1,shorter,2,12,16,0,0,True,3,6.42319129745,1.2614210398
S1,shorter,2,12,17,0,0,True,1,3.22988741287,1.28168524934
S1,shorter,2,12,18,0,0,True,2,6.327492745390001,2.48720751814
S1,shorter,2,12,19,0,1,False,1,2.86123427086,1.48221052804
S1,shorter,2,12,20,0,0,True,5,15.61066073577,3.29233204227
S1,shorter,2,12,21,1,1,True,4,12.21531949779,3.65456078181
S1,shorter,2,12,22,1,1,True,4,10.954328951519999,3.21710283227
S1,shorter,2,12,23,0,0,True,1,5.2408668924500015,1.08823478822
S1,shorter,2,12,24,0,0,True,1,2.79964406762,1.14894339269
S1,shorter,2,12,25,1,1,True,5,11.731301616360001,1.42307159146
S1,shorter,2,12,26,0,1,False,3,7.99247746665,3.64156778089
S1,shorter,2,12,27,1,0,False,1,3.1834890515599996,1.44754727404
S1,shorter,2,12,28,0,0,True,1,3.5655166237800002,2.23177927447
S1,shorter,2,12,29,1,0,False,5,10.857749052970002,3.0546795459900005
S1,shorter,2,12,30,1,1,True,3,8.63816783897,2.34363709092
S1,shorter,2,12,31,1,1,True,2,4.46236218999,1.66394089795
S1,shorter,2,12,32,0,0,True,1,3.5848435906,1.47485094662
S1,shorter,2,12,33,1,0,False,1,3.803091261690001,1.87100956459
S1,shorter,2,12,34,1,1,True,1,3.2235507400300003,1.2945167628
S1,shorter,2,12,35,0,0,True,1,3.3601182856900005,1.80278705262
S1,shorter,2,12,36,1,1,True,4,13.306820983250002,2.07298335895
S1,shorter,2,12,37,0,0,True,1,2.98652522859,1.53238881542
S1,shorter,2,12,38,1,1,True,1,4.5657647376099995,1.8803119095700005
S1,shorter,3,1,1,0,0,True,3,6.53679637798,1.01929396426
S1,shorter,3,1,2,0,0,True,4,9.87544095104,3.28846357135
S1,shorter,3,1,3,1,0,False,4,10.16351030589,1.0905818995299998
S1,shorter,3,1,4,0,0,True,1,2.8706478645000004,1.1675723989700002
S1,shorter,3,1,5,0,0,True,3,11.367461132669996,1.7557130206799998
S1,shorter,3,1,6,1,1,True,2,7.029573602789999,2.76077964612
S1,shorter,3,1,7,1,1,True,5,9.95922847092,1.7166141838
S1,shorter,3,1,8,1,0,False,1,4.23997217568,2.36686722213
S1,shorter,3,1,9,0,0,True,1,5.2176752628199985,1.36216927585
S1,shorter,3,1,10,0,0,True,2,3.9987716328,1.01665993347
S1,shorter,3,1,11,0,0,True,1,2.9779868896900004,1.44657293114
S1,shorter,3,1,12,1,1,True,4,9.10468644475,1.8900791854700003
S1,shorter,3,1,13,0,0,True,1,4.27771938352,2.31810676072
S1,shorter,3,1,14,0,1,False,1,5.8368181329299995,3.37937611861
S1,shorter,3,1,15,1,1,True,4,8.767279059460003,1.30147002165
S1,shorter,3,1,16,1,1,True,2,6.93291579384,1.35119833512
S1,shorter,3,1,17,0,1,False,2,5.20813268073,1.16400696343
S1,shorter,3,1,18,0,0,True,2,7.5739073958,2.5729128952
S1,shorter,3,1,19,0,0,True,1,2.9371435167900004,1.71762659373
S1,shorter,3,1,20,0,0,True,4,9.81610332419,1.95513910692
S1,shorter,3,1,21,1,1,True,1,4.1979351232900015,1.25614982127
S1,shorter,3,1,22,1,1,True,1,6.38245152355,3.94688627867
S1,shorter,3,1,23,1,1,True,1,2.88025633633,1.24467203918
S1,shorter,3,1,24,0,1,False,1,5.387144414170001,3.03843912749
S1,shorter,3,1,25,0,0,True,4,9.59056271869,2.22472246165
S1,shorter,3,1,26,1,1,True,3,9.30915395811,1.522008918
S1,shorter,3,1,27,0,0,True,1,4.537891028630001,1.57415844171
S1,shorter,3,1,28,1,1,True,1,2.3341274908200003,1.11303715319
S1,shorter,3,1,29,0,0,True,3,5.963109458390001,1.29041108174
S1,shorter,3,1,30,0,0,True,2,5.891323788019999,2.5700568114
S1,shorter,3,1,31,1,1,True,3,8.20817849396,2.04635118693
S1,shorter,3,1,32,1,1,True,3,6.5577620657599995,1.54460151516
S1,shorter,3,1,33,1,0,False,2,6.72118031508,1.13764250605
S1,shorter,3,1,34,0,1,False,1,2.98684001739,1.5885124378
S1,shorter,3,1,35,0,0,True,4,9.068159349010001,1.43449456283
S1,shorter,3,1,36,1,1,True,5,12.1468648725,1.0001112623
S1,shorter,3,1,37,0,1,False,1,4.30848384341,2.4419441176
S1,shorter,3,1,38,1,1,True,2,5.300885822200001,1.96375151251
S1,shorter,3,2,1,0,0,True,3,9.325060026540001,2.1715705155
S1,shorter,3,2,2,0,0,True,1,4.730776024090001,1.5665555650999998
S1,shorter,3,2,3,0,0,True,2,5.06507413073,1.06510223873
S1,shorter,3,2,4,0,0,True,1,4.43406470429,2.03133011631
S1,shorter,3,2,5,0,0,True,2,5.54295647525,1.60721673389
S1,shorter,3,2,6,1,1,True,3,8.46557733577,1.78994884245
S1,shorter,3,2,7,0,1,False,3,5.949000977000001,1.22319699224
S1,shorter,3,2,8,0,1,False,2,8.256201857,1.16928960667
S1,shorter,3,2,9,0,0,True,1,4.65897760829,1.60392105137
S1,shorter,3,2,10,1,1,True,1,3.19189868509,1.56296475247
S1,shorter,3,2,11,0,0,True,3,6.4167860179,1.38621406425
S1,shorter,3,2,12,1,1,True,5,12.2882615449,1.17691144
S1,shorter,3,2,13,0,0,True,1,3.0313187412700002,1.2060632369
S1,shorter,3,2,14,1,0,False,2,5.18267314056,1.1812049405399998
S1,shorter,3,2,15,0,0,True,3,7.5849133447899995,2.22802972659
S1,shorter,3,2,16,1,1,True,1,2.46258244322,1.1570769760700002
S1,shorter,3,2,17,1,1,True,2,5.08701778414,1.67116634368
S1,shorter,3,2,18,0,0,True,1,2.78500406583,1.54399610405
S1,shorter,3,2,19,0,1,False,3,10.06545674345,3.26505945928
S1,shorter,3,2,20,0,1,False,3,5.49373490768,1.31508704063
S1,shorter,3,2,21,1,1,True,1,3.26911008839,1.19437466241
S1,shorter,3,2,22,1,1,True,2,7.67269753583,2.96714740456
S1,shorter,3,2,23,0,0,True,4,10.07370303902,2.20453171538
S1,shorter,3,2,24,0,0,True,2,6.68424765354,1.97603953557
S1,shorter,3,2,25,1,0,False,1,3.67773448328,2.47570795686
S1,shorter,3,2,26,0,0,True,2,7.120874388880002,1.7385323458900002
S1,shorter,3,2,27,1,1,True,1,2.84141833176,1.21207533892
S1,shorter,3,2,28,0,0,True,5,10.759023952399998,1.24992771683
S1,shorter,3,2,29,1,1,True,2,6.3584571272399995,1.59363090356
S1,shorter,3,2,30,1,1,True,2,6.060275946439999,2.4739803467200003
S1,shorter,3,2,31,0,1,False,1,3.3952685537500003,2.11161165593
S1,shorter,3,2,32,0,0,True,2,4.669493088,1.54756869357
S1,shorter,3,2,33,0,0,True,1,3.9447644097000003,2.23749583648
S1,shorter,3,2,34,1,1,True,3,9.62851379164,1.22109132215
S1,shorter,3,2,35,1,1,True,1,4.0441438937899985,1.7490550385599997
S1,shorter,3,2,36,0,1,False,2,6.5709296019500005,3.6300055596300007
S1,shorter,3,2,37,0,1,False,2,4.37077529817,1.57580744421
S1,shorter,3,2,38,0,0,True,2,9.17860365108,3.2378868082300003
S1,shorter,3,2,39,1,0,False,1,3.43381941635,1.6396345047
S1,shorter,3,2,40,1,0,False,2,4.85639501485,1.1736919363
S1,shorter,3,3,1,0,0,True,2,5.05297762507,1.38358915182
S1,shorter,3,3,2,0,0,True,1,2.5043614234900002,1.16500781831
S1,shorter,3,3,3,1,1,True,3,7.29220707168,1.1991245708299998
S1,shorter,3,3,4,1,1,True,1,4.89008903429,3.48117933602
S1,shorter,3,3,5,1,1,True,5,9.93711553803,1.10156160611
S1,shorter,3,3,6,1,1,True,2,5.5733645468400015,2.42842656109
S1,shorter,3,3,7,1,0,False,2,6.50890002235,1.0578389995
S1,shorter,3,3,8,0,0,True,3,5.961062330280001,1.3795533162
S1,shorter,3,3,9,0,0,True,1,4.484279679749999,1.98005484884
S1,shorter,3,3,10,1,0,False,1,3.2338381059700003,1.7842246502
S1,shorter,3,3,11,1,1,True,5,12.23840324667,2.84137548192
S1,shorter,3,3,12,1,1,True,5,11.475962266400002,1.4500939236
S1,shorter,3,3,13,0,1,False,1,2.51970146315,1.31359379823
S1,shorter,3,3,14,0,0,True,1,3.6795459137199997,1.41800904929
S1,shorter,3,3,15,1,1,True,1,4.19723856367,2.46509726433
S1,shorter,3,3,16,1,1,True,2,4.895027711240001,1.8239560989400003
S1,shorter,3,3,17,1,1,True,1,3.678671481,1.05158474704
S1,shorter,3,3,18,1,0,False,1,2.73671169022,1.44437401149
S1,shorter,3,3,19,1,1,True,1,6.15529889325,3.03474455831
S1,shorter,3,3,20,0,0,True,2,5.12116778579,1.24075662834
S1,shorter,3,3,21,1,1,True,1,5.439754122309999,2.3681046262
S1,shorter,3,3,22,0,0,True,4,9.297855537839999,1.6606460987
S1,shorter,3,3,23,0,0,True,4,12.198924057460001,1.82821916296
S1,shorter,3,3,24,0,1,False,5,10.78095227444,1.92063337034
S1,shorter,3,3,25,0,0,True,3,6.18670699678,1.41704725202
S1,shorter,3,3,26,0,0,True,3,11.15810382007,2.69865031402
S1,shorter,3,3,27,1,1,True,4,9.3662839476,2.17271910857
S1,shorter,3,3,28,0,0,True,2,6.15239083721,2.57467664095
S1,shorter,3,3,29,0,0,True,3,6.52034677755,2.59800955612
S1,shorter,3,3,30,0,0,True,1,3.80443549231,2.34363152487
S1,shorter,3,3,31,0,0,True,4,10.03200538445,1.8245175380400005
S1,shorter,3,3,32,1,1,True,1,2.60449730351,1.00365502909
S1,shorter,3,3,33,1,1,True,1,4.34133879721,1.31002319058
S1,shorter,3,3,34,0,0,True,3,5.97555379977,1.6527879976800002
S1,shorter,3,3,35,1,0,False,1,6.691832010900001,2.93620404504
S1,shorter,3,3,36,0,0,True,2,7.381819849080001,2.9994577593900003
S1,shorter,3,3,37,0,0,True,2,5.410381995700001,1.73899800906
S1,shorter,3,3,38,0,0,True,4,11.65279044315,1.62339405055
S1,shorter,3,4,1,1,0,False,1,3.8941779445,2.6344829143400004
S1,shorter,3,4,2,1,0,False,3,9.19319828531,3.97381991207
S1,shorter,3,4,3,0,0,True,4,10.61186256995,1.36526692064
S1,shorter,3,4,4,1,1,True,5,9.84695558822,2.19014240213
S1,shorter,3,4,5,1,1,True,1,2.3972309214900003,1.1924634772299998
S1,shorter,3,4,6,1,1,True,5,12.6186449378,1.1839557556
S1,shorter,3,4,7,1,1,True,3,10.888075528860002,1.19610124195
S1,shorter,3,4,8,0,1,False,5,9.99986554906,1.12808883549
S1,shorter,3,4,9,1,1,True,5,12.700283209840002,2.93569536718
S1,shorter,3,4,10,1,1,True,1,3.66745564635,1.25070616769
S1,shorter,3,4,11,0,0,True,2,5.88844128035,1.62004157468
S1,shorter,3,4,12,1,0,False,1,2.8317933514099995,1.16566725721
S1,shorter,3,4,13,0,0,True,2,7.031239809220001,3.67628625828
S1,shorter,3,4,14,0,0,True,3,7.953398847330001,1.09912079028
S1,shorter,3,4,15,0,0,True,5,12.66777164629,1.71073232989
S1,shorter,3,4,16,1,1,True,2,5.5834287273399985,1.20352120577
S1,shorter,3,4,17,0,0,True,5,12.401990558169999,1.5319324554700002
S1,shorter,3,4,18,0,0,True,3,9.33033251379,2.30836551116
S1,shorter,3,4,19,1,1,True,2,4.45575885898,1.4526953285100002
S1,shorter,3,4,20,0,0,True,1,2.7841764539200002,1.1539468749
S1,shorter,3,4,21,1,1,True,1,3.8426784035000003,2.58185980657
S1,shorter,3,4,22,1,1,True,3,5.8218977998899994,1.32249059096
S1,shorter,3,4,23,1,1,True,1,4.14455356864,1.9445890364700005
S1,shorter,3,4,24,1,0,False,1,3.5090857544199996,2.00837982888
S1,shorter,3,4,25,1,0,False,2,5.49542436079,1.12652260564
S1,shorter,3,4,26,0,0,True,3,6.983007056849999,1.28866268639
S1,shorter,3,4,27,1,1,True,3,8.580506761219999,2.1003641773
S1,shorter,3,4,28,0,0,True,1,4.716858580349999,1.76537041385
S1,shorter,3,4,29,0,0,True,5,11.23002646346,1.68268750366
S1,shorter,3,4,30,1,1,True,4,11.1081530209,1.15331428335
S1,shorter,3,4,31,0,1,False,1,6.5889385431399985,2.71799279438
S1,shorter,3,4,32,1,1,True,3,7.005398135680001,2.08475648173
S1,shorter,3,4,33,0,0,True,1,3.34858165463,1.7882833233200002
S1,shorter,3,4,34,0,0,True,2,9.895159263830001,2.87333154105
S1,shorter,3,4,35,1,1,True,2,4.040956276019998,1.20362773479
S1,shorter,3,4,36,1,1,True,2,4.25659469842,1.3797452928999998
S1,shorter,3,5,1,1,1,True,2,5.620750825519999,1.47887933305
S1,shorter,3,5,2,0,0,True,1,3.90991241165,1.74175797346
S1,shorter,3,5,3,0,1,False,2,6.824729175880001,1.78563649447
S1,shorter,3,5,4,0,0,True,1,3.897156732290001,1.62187843402
S1,shorter,3,5,5,1,0,False,1,4.447872907060001,1.30774974927
S1,shorter,3,5,6,1,1,True,1,5.5041570672699995,2.8537062098000003
S1,shorter,3,5,7,0,1,False,1,3.3391406323000004,1.5094820165600005
S1,shorter,3,5,8,0,1,False,1,3.22764971407,1.2478561994
S1,shorter,3,5,9,0,0,True,1,4.72615020035,3.28009642038
S1,shorter,3,5,10,1,0,False,2,7.177793510540002,1.47425197536
S1,shorter,3,5,11,0,0,True,5,14.78866629649,2.9868530529900004
S1,shorter,3,5,12,0,0,True,1,5.98971189723,2.0712761105200004
S1,shorter,3,5,13,0,0,True,1,4.50457004101,1.00382098645
S1,shorter,3,5,14,0,0,True,1,4.1410595287100005,1.74724207377
S1,shorter,3,5,15,0,0,True,3,10.71480910175,3.41400673764
S1,shorter,3,5,16,0,0,True,4,12.63989402079,1.3971438536899998
S1,shorter,3,5,17,1,1,True,3,8.26845879139,2.12692794002
S1,shorter,3,5,18,0,1,False,1,2.54119116623,1.15315183146
S1,shorter,3,5,19,0,0,True,2,5.69578965296,1.9477645717400005
S1,shorter,3,5,20,1,1,True,1,2.59165499722,1.20143924215
S1,shorter,3,5,21,0,1,False,4,9.34510581376,1.6813157012600002
S1,shorter,3,5,22,0,0,True,2,3.86278086418,1.26745016203
S1,shorter,3,5,23,1,1,True,3,10.656089697509998,2.48485885964
S1,shorter,3,5,24,0,0,True,2,6.96685796408,1.34879394993
S1,shorter,3,5,25,0,1,False,5,10.784816390210002,2.94356023145
S1,shorter,3,5,26,0,0,True,2,6.770782917269999,3.0085176664099995
S1,shorter,3,5,27,1,1,True,5,12.748703541339998,1.03721659304
S1,shorter,3,5,28,1,1,True,1,3.35517088948,1.6786405047
S1,shorter,3,5,29,1,0,False,3,7.249692073969999,1.7120924959
S1,shorter,3,5,30,0,0,True,1,4.702730111749999,1.2305424670799998
S1,shorter,3,5,31,1,0,False,1,3.18510431371,1.58950654059
S1,shorter,3,5,32,0,0,True,4,13.25714822595,2.8881888859500005
S1,shorter,3,5,33,1,1,True,4,10.62031384916,1.76026979271
S1,shorter,3,5,34,0,1,False,5,13.47511540093,1.06517690243
S1,shorter,3,5,35,1,1,True,4,8.378365462809999,1.89969746969
S1,shorter,3,5,36,0,0,True,1,3.9791045981699997,2.15383423833
S1,shorter,3,5,37,1,1,True,1,4.010682838559998,1.0369304600799998
S1,shorter,3,6,1,0,0,True,2,6.184965700879999,1.3784441737600002
S1,shorter,3,6,2,1,1,True,2,5.766703544179999,1.73457812164
S1,shorter,3,6,3,0,0,True,4,9.61655065485,3.06876332161
S1,shorter,3,6,4,0,0,True,1,4.2583895916,1.14125587288
S1,shorter,3,6,5,1,0,False,1,5.536252556490001,3.48123310101
S1,shorter,3,6,6,1,1,True,3,6.070694503080001,2.1352724277
S1,shorter,3,6,7,1,1,True,2,6.7454730509399985,1.19982256633
S1,shorter,3,6,8,1,1,True,2,4.55550044087,1.41141094734
S1,shorter,3,6,9,1,1,True,1,2.81487027621,1.20299856127
S1,shorter,3,6,10,0,1,False,1,5.06405294,2.02937680442
S1,shorter,3,6,11,1,1,True,2,9.127886279039998,3.29802106991
S1,shorter,3,6,12,1,1,True,1,4.469944986150001,2.7439468291900004
S1,shorter,3,6,13,1,1,True,1,5.05646411489,2.52563417056
S1,shorter,3,6,14,0,0,True,3,6.60343113037,1.5578078278999998
S1,shorter,3,6,15,0,0,True,3,8.81337785212,2.42135834892
S1,shorter,3,6,16,1,1,True,1,5.58439782086,3.95528815217
S1,shorter,3,6,17,1,1,True,4,10.40185685409,1.81650320394
S1,shorter,3,6,18,0,1,False,1,4.5441332799100005,3.18088183035
S1,shorter,3,6,19,1,1,True,2,4.57393247094,1.86467671412
S1,shorter,3,6,20,0,0,True,1,3.19308444043,1.8812538578
S1,shorter,3,6,21,0,0,True,2,6.11702867737,1.8523797410900005
S1,shorter,3,6,22,0,0,True,1,3.2518773649300003,1.59569428755
S1,shorter,3,6,23,0,0,True,3,8.945017553929997,1.93890466444
S1,shorter,3,6,24,0,0,True,4,8.023074561589999,1.05854597359
S1,shorter,3,6,25,1,1,True,2,6.08830902122,2.35802234538
S1,shorter,3,6,26,0,0,True,1,2.8224915702599995,1.17431047923
S1,shorter,3,6,27,0,0,True,3,6.77640708899,1.99354444645
S1,shorter,3,6,28,0,0,True,1,3.34068854744,1.1617023977299998
S1,shorter,3,6,29,1,1,True,1,6.398311692919999,2.57001676763
S1,shorter,3,6,30,1,1,True,5,13.82288362785,1.61345244215
S1,shorter,3,6,31,0,0,True,1,3.7097001747900005,1.7413089108000002
S1,shorter,3,6,32,1,1,True,4,9.401418494760001,1.00819891279
S1,shorter,3,6,33,1,1,True,1,3.25741388697,1.18513708453
S1,shorter,3,6,34,1,1,True,3,9.31751338892,1.99564145808
S1,shorter,3,6,35,1,0,False,2,5.09779831177,1.60759643297
S1,shorter,3,6,36,1,0,False,1,3.26536126275,1.54636093407
S1,shorter,3,6,37,0,0,True,3,5.83524090801,1.1936849094700002
S1,shorter,3,6,38,1,1,True,3,8.103683093459999,2.03674896926
S1,shorter,3,6,39,0,0,True,2,6.39714512041,1.02202127584
S1,shorter,3,6,40,0,1,False,1,3.28659208796,1.57838012054
S1,shorter,3,7,1,0,0,True,4,13.97217085853,1.76493241343
S1,shorter,3,7,2,1,0,False,1,2.8816389734200003,1.27219045871
S1,shorter,3,7,3,1,1,True,2,5.8720422422,1.35605152639
S1,shorter,3,7,4,1,0,False,1,2.6408818383200003,1.3126482069299998
S1,shorter,3,7,5,0,0,True,4,9.68699692025,1.28510468629
S1,shorter,3,7,6,1,1,True,1,2.35958102471,1.08220471629
S1,shorter,3,7,7,1,1,True,1,3.3551237193400003,1.05589419879
S1,shorter,3,7,8,1,0,False,2,5.30679224467,1.31339031585
S1,shorter,3,7,9,0,0,True,1,2.69769556112,1.02053530204
S1,shorter,3,7,10,1,1,True,2,6.9465347859,2.194148169
S1,shorter,3,7,11,1,1,True,2,8.773608188019999,1.78396876313
S1,shorter,3,7,12,1,1,True,1,3.1228770634599994,1.07117089555
S1,shorter,3,7,13,1,1,True,3,7.6139589375300005,2.61179539768
S1,shorter,3,7,14,0,0,True,2,4.71328199649,1.64558222542
S1,shorter,3,7,15,0,0,True,4,11.95202947178,3.11177843158
S1,shorter,3,7,16,1,0,False,1,2.5656588926499997,1.18546402061
S1,shorter,3,7,17,1,0,False,1,3.2363098060200004,1.52465842825
S1,shorter,3,7,18,1,1,True,4,11.951956613379998,1.81284070678
S1,shorter,3,7,19,1,1,True,2,4.3321581923500005,1.2928781123
S1,shorter,3,7,20,0,0,True,3,8.13406915306,1.68407110982
S1,shorter,3,7,21,1,1,True,5,10.394179706339996,1.46704868447
S1,shorter,3,7,22,0,1,False,3,10.44185636933,3.4516088391800004
S1,shorter,3,7,23,0,0,True,2,9.546948604199999,3.43605670065
S1,shorter,3,7,24,0,0,True,1,2.7202840538699995,1.5020671578799998
S1,shorter,3,7,25,0,0,True,2,3.88212389071,1.29639810837
S1,shorter,3,7,26,1,0,False,2,4.8565184664,1.76576962239
S1,shorter,3,7,27,1,1,True,5,9.55656803705,2.26496291151
S1,shorter,3,7,28,1,1,True,2,6.51847992653,3.00372235694
S1,shorter,3,7,29,1,1,True,5,15.539846505330004,3.8692861815300006
S1,shorter,3,7,30,1,1,True,1,3.4512047113199995,1.89537846062
S1,shorter,3,7,31,1,1,True,1,4.89959869964,2.89386367727
S1,shorter,3,7,32,1,1,True,1,3.0298094246200002,1.400361265
S1,shorter,3,7,33,1,1,True,2,7.070426213740001,1.51575347556
S1,shorter,3,7,34,1,1,True,4,8.94891776994,1.6196746912900002
S1,shorter,3,7,35,0,0,True,2,5.26748404807,1.5328362680899998
S1,shorter,3,7,36,0,0,True,4,13.428962880539999,3.4569462753500004
S1,shorter,3,7,37,0,0,True,4,11.0705171253,1.10784649579
S1,shorter,3,8,1,0,0,True,5,11.49950944286,1.10818597706
S1,shorter,3,8,2,0,0,True,2,5.588886497640001,1.1226974211799998
S1,shorter,3,8,3,0,0,True,5,13.08733283677,2.72707946127
S1,shorter,3,8,4,0,0,True,2,6.5555882729300015,1.97707294505
S1,shorter,3,8,5,1,1,True,4,9.57966851262,1.08049765422
S1,shorter,3,8,6,0,0,True,1,3.26841084431,1.57733636764
S1,shorter,3,8,7,1,0,False,4,10.542115358459998,2.63010221669
S1,shorter,3,8,8,0,0,True,4,9.93831103578,2.29838861814
S1,shorter,3,8,9,1,1,True,4,11.91193367985,1.71686572815
S1,shorter,3,8,10,1,1,True,5,12.87383563648,1.5564696260799995
S1,shorter,3,8,11,1,1,True,4,11.16989311431,2.89606556977
S1,shorter,3,8,12,0,1,False,1,3.92025333944,2.36680815258
S1,shorter,3,8,13,1,1,True,2,6.49036896664,2.62100315875
S1,shorter,3,8,14,0,0,True,1,5.3273669531499985,3.86982726781
S1,shorter,3,8,15,1,1,True,4,8.77536733677,1.06241808571
S1,shorter,3,8,16,1,1,True,2,6.6974856336699995,1.73237852194
S1,shorter,3,8,17,0,0,True,5,10.684015775250002,1.0112502626200002
S1,shorter,3,8,18,0,0,True,4,8.30784938815,2.15994935509
S1,shorter,3,8,19,0,0,True,1,4.51812771875,2.78497567699
S1,shorter,3,8,20,1,1,True,1,2.9017391427700003,1.45115059477
S1,shorter,3,8,21,1,1,True,3,9.46837964656,1.6407680770500002
S1,shorter,3,8,22,1,1,True,4,10.1983250335,1.00913308812
S1,shorter,3,8,23,1,0,False,1,2.6175342938600004,1.37008537294
S1,shorter,3,8,24,1,0,False,1,5.5882437750800005,3.5274021658599994
S1,shorter,3,8,25,1,1,True,5,14.656964699289999,2.72578832179
S1,shorter,3,8,26,0,1,False,4,9.149469970810001,1.11241470443
S1,shorter,3,8,27,0,0,True,2,5.20021518355,2.33488664073
S1,shorter,3,8,28,0,0,True,2,3.7881136290000006,1.10119335411
S1,shorter,3,8,29,1,1,True,1,6.09119326118,3.74876694377
S1,shorter,3,8,30,1,1,True,1,3.7183360754900003,2.1094768286
S1,shorter,3,8,31,1,1,True,5,10.58639208874,1.04603557389
S1,shorter,3,8,32,0,0,True,2,7.8156832812,2.77236264633
S1,shorter,3,8,33,1,0,False,2,7.1295780659100005,2.7550547507700003
S1,shorter,3,8,34,1,1,True,1,3.1082731698600004,1.61949836706
S1,shorter,3,9,1,1,0,False,1,2.39596477637,1.15515442277
S1,shorter,3,9,2,0,0,True,2,5.80243926411,1.29107268741
S1,shorter,3,9,3,1,1,True,2,5.64042229379,2.04880279912
S1,shorter,3,9,4,1,1,True,3,8.32003619669,2.017152883
S1,shorter,3,9,5,0,0,True,3,7.32214068249,1.06410347519
S1,shorter,3,9,6,1,1,True,2,7.420554066049999,3.88194754644
S1,shorter,3,9,7,1,0,False,1,6.71729868539,3.4744773647300007
S1,shorter,3,9,8,0,1,False,1,4.492548176130001,1.07487733251
S1,shorter,3,9,9,1,0,False,1,2.96330003045,1.28067717859
S1,shorter,3,9,10,1,0,False,1,4.25012042571,2.79839013141
S1,shorter,3,9,11,1,0,False,2,5.98356920722,1.54406306933
S1,shorter,3,9,12,0,1,False,1,2.9417809363300003,1.18963091804
S1,shorter,3,9,13,1,1,True,1,5.52010186658,3.51792120863
S1,shorter,3,9,14,0,0,True,1,2.95395040227,1.09974022037
S1,shorter,3,9,15,1,1,True,5,13.46506305682,1.08807799202
S1,shorter,3,9,16,0,0,True,3,7.421947709260001,2.99707755338
S1,shorter,3,9,17,0,0,True,3,7.369359482049999,2.07062646005
S1,shorter,3,9,18,0,0,True,4,12.64659298522,2.50204358432
S1,shorter,3,9,19,1,1,True,5,10.88647518946,1.1679859929799998
S1,shorter,3,9,20,1,1,True,5,12.03598784155,1.39261816895
S1,shorter,3,9,21,1,1,True,1,3.9519229252,1.55726878121
S1,shorter,3,9,22,1,0,False,2,7.07301460352,1.61849668972
S1,shorter,3,9,23,0,0,True,2,6.3388431990999985,1.22427678319
S1,shorter,3,9,24,0,0,True,2,5.61514250766,1.4997631206
S1,shorter,3,9,25,0,0,True,2,6.3373416029600005,2.69172596322
